Date,Last Price,Change,%Change,Open,Low,High,Volume,Net Foreign,Weekend.Holiday
11/13/2009,3034.32,-39.6,-0.0129,3065.2,3016.96,3065.59,1.29M,-388.14M,0
11/14/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
11/15/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
11/16/2009,3011.36,-22.96,-0.0076,3034.32,2999.33,3034.32,1.36M,2.46M,0
11/17/2009,3032.09,20.73,0.0069,3029.92,3010.59,3032.46,1.19M,162.66M,0
11/18/2009,3052.61,20.52,0.0068,3039.61,3036.78,3062.83,1.39M,346.21M,0
11/19/2009,3083.3,30.69,0.0101,3053.81,3053.2,3083.54,987.91K,142.25M,0
11/20/2009,3068.73,-14.57,-0.0047,3077.05,3052.56,3083.75,1.12M,79.22M,0
11/21/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
11/22/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
11/23/2009,3048,-20.73,-0.0068,3071.64,3048,3072.55,920.14K,-375.24M,0
11/24/2009,3074.66,26.66,0.0087,3072.77,3061.9,3088.53,1.37M,35.65M,0
11/25/2009,3064.3,-10.36,-0.0034,3072.13,3053.41,3079.45,974.21K,-206.11M,0
11/26/2009,3089.82,25.52,0.0083,3067.71,3067.71,3092.48,917.54K,178.32M,0
11/27/2009,3044.97,-44.85,-0.0145,3029.85,3021.02,3060.22,22M,243.45M,0
11/28/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
11/29/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
11/30/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/1/2009,3097.92,213.74,0.0741,3051.45,3050.54,3097.92,1.01M,341.53M,0
12/2/2009,3119.96,22.04,0.0071,3108.4,3107.74,3130.43,1.57M,-103.32M,0
12/3/2009,3090.91,-29.05,-0.0093,3113.82,3076.05,3113.82,843.35K,201.86M,0
12/4/2009,3061.99,-28.92,-0.0094,3076.36,3051.49,3082.85,774.91K,-97.4M,0
12/5/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/6/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/7/2009,3046.63,-15.36,-0.005,3062.54,3041.23,3064.9,3.83M,-175.58M,0
12/8/2009,3012.07,-34.56,-0.0113,3046.14,3012.07,3046.14,1.22M,-232.84M,0
12/9/2009,2981.25,-30.82,-0.0102,3005.89,2979.99,3008.27,905.16K,51.96M,0
12/10/2009,3006.57,25.32,0.0085,2993.76,2988.12,3006.57,717.17K,173.82M,0
12/11/2009,3031.13,24.56,0.0082,3012.49,3007.8,3031.13,791.64K,413.57M,0
12/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/13/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/14/2009,3042.1,10.97,0.0036,3027.86,3018.85,3042.1,537.51K,157.33M,0
12/15/2009,3046.57,4.47,0.0015,3045.08,3040.4,3057.01,817.52K,30.94M,0
12/16/2009,3032.37,-14.2,-0.0047,3043.61,3014.74,3043.61,1.02M,250.72M,0
12/17/2009,3048.15,15.78,0.0052,3036.98,3032.78,3051.05,1.3M,-340.88M,0
12/18/2009,3016.99,-31.16,-0.0102,3022.41,3010.55,3022.41,876.89K,-10.86M,0
12/19/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/20/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/21/2009,3020.56,3.57,0.0012,3018.79,3005.39,3020.56,918.27K,-271.63M,0
12/22/2009,3016.16,-4.4,-0.0015,3018.04,3006,3021.45,705.34K,258.64M,0
12/23/2009,3024.33,8.17,0.0027,3016.16,3014.64,3031.25,1.18M,96.77M,0
12/24/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/25/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/26/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/27/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/28/2009,3032.84,8.51,0.0028,3022.71,3016.09,3032.84,672.5K,2.6M,0
12/29/2009,3052.68,19.84,0.0065,3036.13,3034.92,3052.68,1.14M,598.09M,0
12/30/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
12/31/2009,NA,NA,NA,NA,NA,NA,NA,NA,1
1/1/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
1/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
1/3/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
1/4/2010,3005.01,0,0,3051.3,3005.01,3052.28,564.47K,414.76M,0
1/5/2010,3028.46,23.45,0.0078,3012.55,3011.49,3034.07,842.63K,493.25M,0
1/6/2010,3039.93,11.47,0.0038,3035.29,3029.51,3041.27,783.69K,410.73M,0
1/7/2010,3077.78,37.85,0.0125,3043.09,3041.86,3077.78,824.72K,13.95M,0
1/8/2010,3077.18,-0.6,-0.0002,3077.49,3062.55,3077.49,754.09K,-61.65M,0
1/9/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
1/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
1/11/2010,3087.35,10.17,0.0033,3078.35,3071.43,3089.38,883.52K,65.23M,0
1/12/2010,3105.62,18.27,0.0059,3091.25,3091.25,3110.84,980.76K,166.33M,0
1/13/2010,3096.7,-8.92,-0.0029,3103.33,3082.31,3106.36,1.2M,-181.63M,0
1/14/2010,3121.91,25.21,0.0081,3098.34,3096.82,3121.91,1.39M,-657.39M,0
1/15/2010,3118.47,-3.44,-0.0011,3124.07,3116.42,3133.53,1.27M,887.45M,0
1/16/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
1/17/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
1/18/2010,3106.3,-12.17,-0.0039,3113.2,3090.2,3114.35,968.08K,486.54M,0
1/19/2010,3084.57,-21.73,-0.007,3103.67,3072.03,3105.83,1.06M,-89.07M,0
1/20/2010,3083.86,-0.71,-0.0002,3110.13,3076.89,3110.18,916.56K,442.79M,0
1/21/2010,3085.58,1.72,0.0006,3074.65,3065.75,3086.51,716.85K,118.15M,0
1/22/2010,3023.47,-62.11,-0.0201,3082.58,3016.67,3082.58,1.08M,-454.49M,0
1/23/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
1/24/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
1/25/2010,2967.96,-55.51,-0.0184,3008.76,2949.64,3008.76,902.86K,-261.02M,0
1/26/2010,2955.7,-12.26,-0.0041,2976.83,2951.11,2995.91,881.8K,153.26M,0
1/27/2010,2919.48,-36.22,-0.0123,2957.46,2903.85,2960.85,991.02K,647.71M,0
1/28/2010,2961.63,42.15,0.0144,2928.12,2912.54,2963.18,802.72K,-208.69M,0
1/29/2010,2953.19,-8.44,-0.0029,2941.01,2928.01,2955.12,864.41K,-192.33M,0
1/30/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
1/31/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
2/1/2010,2883.21,0,0,2950.02,2861.43,2950.02,2.4M,-152.08M,0
2/2/2010,2864.18,-19.03,-0.0066,2895.99,2847.06,2909.45,806.8K,264.25M,0
2/3/2010,2884.81,20.63,0.0072,2867.61,2867.61,2892.9,701.82K,118.85M,0
2/4/2010,2914.87,30.06,0.0104,2889.67,2889.67,2920.79,746.61K,161.7M,0
2/5/2010,2855.64,-59.23,-0.0203,2859.86,2826.58,2864.11,1.07M,-111.97M,0
2/6/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
2/7/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
2/8/2010,2846.6,-9.04,-0.0032,2854.84,2832.11,2854.84,655.14K,-118.34M,0
2/9/2010,2797.61,-48.99,-0.0172,2830.05,2787.66,2830.05,1.14M,345.23M,0
2/10/2010,2857.24,59.63,0.0213,2823.43,2823.43,2864.7,1.02M,723.61M,0
2/11/2010,2908.88,51.64,0.0181,2857.55,2856.89,2908.88,885.06K,123.59M,0
2/12/2010,2949.65,40.77,0.014,2936.12,2932.86,2955.91,1.09M,381.19M,0
2/13/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
2/14/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
2/15/2010,2963.24,13.59,0.0046,2958.3,2949.17,2970.25,714.84K,390.18M,0
2/16/2010,2967.71,4.47,0.0015,2962.76,2954.87,2973.44,769.93K,44.96M,0
2/17/2010,3018.67,50.96,0.0172,2988.59,2981.3,3018.67,1.18M,460.71M,0
2/18/2010,2999.94,-18.73,-0.0062,3022.42,2985,3022.42,719.41K,277.79M,0
2/19/2010,2978.53,-21.41,-0.0071,2992.47,2977.17,2999.54,777.85K,172.62M,0
2/20/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
2/21/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
2/22/2010,3015.59,37.06,0.0124,2985.27,2985.27,3015.59,725.32K,197M,0
2/23/2010,3013.14,-2.45,-0.0008,3006.29,3002.13,3022.53,917.48K,105.83M,0
2/24/2010,2981.14,-32,-0.0106,2989.17,2980.52,2997.77,654.03K,-68.85M,0
2/25/2010,3031.26,50.12,0.0168,2985.09,2985.09,3031.26,876.5K,-227.94M,0
2/26/2010,3043.75,12.49,0.0041,3018.61,3014.22,3043.75,888.51K,-87.55M,0
2/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
2/28/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
3/1/2010,3078.91,35.16,0.0116,3037.68,3037.68,3078.91,1.05M,111.85M,0
3/2/2010,3061.89,-17.02,-0.0055,3089.31,3057.42,3099.48,1.16M,101.9M,0
3/3/2010,3069.29,7.4,0.0024,3069.33,3057.66,3081.62,1M,-423.69M,0
3/4/2010,3034.13,-35.16,-0.0115,3067.08,3034.13,3067.08,836.32K,-58.55M,0
3/5/2010,3069.63,35.5,0.0117,3044.86,3040.45,3070.78,872.45K,96.54M,0
3/6/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
3/7/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
3/8/2010,3094.98,25.35,0.0083,3077.93,3077.23,3097.94,898.22K,464.29M,0
3/9/2010,3107.35,12.37,0.004,3094.8,3085.03,3107.35,1.01M,514.94M,0
3/10/2010,3119.63,12.28,0.004,3110.37,3110.24,3125.23,1.07M,494.15M,0
3/11/2010,3125.56,5.93,0.0019,3130.33,3115.04,3130.33,926.46K,222.79M,0
3/12/2010,3072.91,-52.65,-0.0168,3116.95,3072.91,3116.95,737.39K,45.17M,0
3/13/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
3/14/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
3/15/2010,3076.79,3.88,0.0013,3072.49,3072.49,3094.88,683.66K,-270.74M,0
3/16/2010,3085.13,8.34,0.0027,3071.52,3062.17,3085.13,903.02K,-262.53M,0
3/17/2010,3088.05,2.92,0.0009,3079.79,3079.79,3099.71,1.07M,9.87M,0
3/18/2010,3100.95,12.9,0.0042,3099.41,3081.29,3103.25,904.97K,-75.96M,0
3/19/2010,3097.23,-3.72,-0.0012,3090.1,3087.67,3101.62,952.58K,117.14M,0
3/20/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
3/21/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
3/22/2010,3083.89,-13.34,-0.0043,3099.25,3080.52,3100.64,742.46K,-8.96M,0
3/23/2010,3129.24,45.35,0.0147,3097.74,3097.74,3130.74,1.25M,-340.42M,0
3/24/2010,3166.6,37.36,0.0119,3155.74,3151.38,3169.63,1.19M,301.4M,0
3/25/2010,3171.14,4.54,0.0014,3164.31,3148.63,3174.53,1.03M,160.84M,0
3/26/2010,3180.68,9.54,0.003,3176.16,3168.3,3181,1.02M,370.56M,0
3/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
3/28/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
3/29/2010,3177.56,-3.12,-0.001,3177.74,3152.9,3180.03,1.02M,91.46M,0
3/30/2010,3202.17,24.61,0.0077,3184.1,3184.1,3204.22,15.77M,53.86M,0
3/31/2010,3161.8,-40.37,-0.0126,3198.07,3161.8,3200.78,1.31M,308.49M,0
4/1/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
4/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
4/3/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
4/4/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
4/5/2010,3186.77,0,0,3172.54,3172.54,3197.87,1.25M,322.06M,0
4/6/2010,3253.48,66.71,0.0209,3189.44,3188.03,3261.51,1.31M,654.16M,0
4/7/2010,3270.37,16.89,0.0052,3249.94,3248.93,3282.25,1.89M,893.91M,0
4/8/2010,3256.12,-14.25,-0.0044,3251.13,3232.06,3257.63,1.58M,42.89M,0
4/9/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
4/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
4/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
4/12/2010,3294.83,38.71,0.0119,3256.12,3256.12,3300.56,1.29M,278.24M,0
4/13/2010,3299.9,5.07,0.0015,3299.42,3275.38,3309.49,9.74M,-850.38M,0
4/14/2010,3299.69,-0.21,-0.0001,3302.3,3288.69,3312.95,1.09M,47.77M,0
4/15/2010,3278.84,-20.85,-0.0063,3318.13,3266.46,3322.9,2.68M,4.22B,0
4/16/2010,3265.54,-13.3,-0.0041,3286.77,3240.37,3288.72,901.08K,201.03M,0
4/17/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
4/18/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
4/19/2010,3203.91,-61.63,-0.0189,3232.18,3202.77,3232.18,702.48K,-19.99M,0
4/20/2010,3147.5,-56.41,-0.0176,3208.52,3145.47,3208.52,2.71M,2.93B,0
4/21/2010,3204.47,56.97,0.0181,3159.18,3159.18,3209.55,951.77K,-183.38M,0
4/22/2010,3237.57,33.1,0.0103,3211.65,3211.5,3237.57,963K,-217.68M,0
4/23/2010,3244.45,6.88,0.0021,3239.9,3228.18,3251.99,1.16M,136.38M,0
4/24/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
4/25/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
4/26/2010,3292.59,48.14,0.0148,3260.21,3260.21,3296.97,1.09M,54.51M,0
4/27/2010,3307.71,15.12,0.0046,3290.06,3290.06,3315.21,994.03K,169.02M,0
4/28/2010,3284.78,-22.93,-0.0069,3298.56,3247.78,3298.56,905.48K,-135.33M,0
4/29/2010,3297,12.22,0.0037,3287.32,3287.32,3315.61,976.26K,-221.76M,0
4/30/2010,3290.09,-6.91,-0.0021,3297,3284.37,3327.99,1.18M,492.11M,0
5/1/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/3/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/4/2010,3290.68,0.59,0.0002,3305.59,3274.05,3306.33,882.53K,298.86M,0
5/5/2010,3176.85,-113.83,-0.0346,3249.88,3162.15,3249.88,1.34M,514.59M,0
5/6/2010,3167.83,-9.02,-0.0028,3169.6,3142.6,3174.62,2.42M,4.73B,0
5/7/2010,3142.06,-25.77,-0.0081,3092.4,3073.71,3154.7,1.34M,-452.15M,0
5/8/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/9/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/11/2010,3262.93,120.87,0.0385,3260.71,3256.56,3298.96,1.86M,-1.15B,0
5/12/2010,3269.41,6.48,0.002,3271.28,3253.42,3276.15,8.15M,-258.44M,0
5/13/2010,3327.69,58.28,0.0178,3281.82,3278.99,3332.39,1.57M,-650.42M,0
5/14/2010,3330.42,2.73,0.0008,3318.53,3303.19,3342.31,1.06M,-100.16M,0
5/15/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/16/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/17/2010,3289.31,-41.11,-0.0123,3316.85,3271.61,3322.44,1.06M,-73.85M,0
5/18/2010,3265.07,-24.24,-0.0074,3303.6,3247.96,3305.21,860.13K,-341.1M,0
5/19/2010,3222.19,-42.88,-0.0131,3227.75,3208.64,3231.5,996.55K,-395.03M,0
5/20/2010,3213.8,-8.39,-0.0026,3207.3,3206.25,3240.83,929.69K,-381.51M,0
5/21/2010,3179.36,-34.44,-0.0107,3166.63,3147.88,3184.26,1.04M,-195.05M,0
5/22/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/23/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/24/2010,3191.29,11.93,0.0038,3198.53,3179.81,3212.87,751.28K,-192.7M,0
5/25/2010,3102.59,-88.7,-0.0278,3170.52,3093.88,3173.71,1.44M,65.52M,0
5/26/2010,3125.15,22.56,0.0073,3111.67,3111.67,3134.6,1.56M,-1.94B,0
5/27/2010,3156.53,31.38,0.01,3113.73,3108.53,3173.08,1.15M,-241.15M,0
5/28/2010,3252.63,96.1,0.0304,3156.38,3156.38,3252.63,1.09M,546.76M,0
5/29/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/30/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
5/31/2010,3272.73,20.1,0.0062,3235.99,3232.73,3272.73,776.42K,386.3M,0
6/1/2010,3266.62,-23.47,-0.0071,3267.94,3251.19,3275.39,832.27K,48.45M,0
6/2/2010,3289.56,22.94,0.007,3263.46,3263.46,3293.69,1.13M,399.53M,0
6/3/2010,3355.23,65.67,0.02,3314.67,3314.67,3355.23,1.31M,381.95M,0
6/4/2010,3357.05,1.82,0.0005,3354.59,3344.15,3367.9,2.32M,-243.54M,0
6/5/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
6/6/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
6/7/2010,3266.11,-90.94,-0.0271,3293.97,3266.11,3297.27,922.32K,-710.22M,0
6/8/2010,3274.26,8.15,0.0025,3266.44,3259.57,3283.68,135.05M,-600.52M,0
6/9/2010,3254.83,-19.43,-0.0059,3284.18,3248.13,3289.03,985.85K,-280.62M,0
6/10/2010,3224.49,-30.34,-0.0093,3252.81,3219.46,3252.81,909.78K,-422.34M,0
6/11/2010,3265.44,40.95,0.0127,3272.57,3253.78,3288.46,967.53K,141.36M,0
6/12/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
6/13/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
6/14/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
6/15/2010,3282.42,16.98,0.0052,3266.23,3266.23,3291.94,819K,-520.37M,0
6/16/2010,3307.65,25.23,0.0077,3314.42,3305.92,3329.32,986.19K,267.76M,0
6/17/2010,3313.52,5.87,0.0018,3312.27,3300.5,3315.01,1.23M,208.94M,0
6/18/2010,3335.48,21.96,0.0066,3317.53,3313.72,3336.98,1.24M,298.43M,0
6/19/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
6/20/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
6/21/2010,3357.88,22.4,0.0067,3342.68,3342.68,3362.62,1.01M,-85.9M,0
6/22/2010,3351.69,-6.19,-0.0018,3362.14,3348.06,3363.86,1.14M,125.74M,0
6/23/2010,3342.97,-8.72,-0.0026,3343.63,3327.01,3345.12,914.5K,428.83M,0
6/24/2010,3333.97,-9,-0.0027,3346.8,3333.97,3346.87,1.53M,-16.02M,0
6/25/2010,3352.46,18.49,0.0055,3320.48,3315.85,3358.84,1.05M,407.49M,0
6/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
6/27/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
6/28/2010,3363.9,11.44,0.0034,3363.51,3354.28,3374.01,654.23K,105.69M,0
6/29/2010,3372.71,8.81,0.0026,3367.11,3360.24,3373.78,1.05M,465.71M,0
6/30/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
7/1/2010,3315.26,25.17,0.0077,3321.39,3315.18,3333.45,903.68K,-71.15M,0
7/2/2010,3290.98,-24.28,-0.0073,3313.08,3282.74,3320.47,785.58K,-5.57M,0
7/3/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
7/4/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
7/5/2010,3311.74,20.76,0.0063,3291.81,3281.38,3314.3,594.14K,-117.2M,0
7/6/2010,3335.71,23.97,0.0072,3294.47,3294.47,3339.87,667.87K,-57.52M,0
7/7/2010,3350.08,14.37,0.0043,3349.56,3341.78,3355.84,928.56K,-43.17M,0
7/8/2010,3398.16,48.08,0.0144,3374.82,3374.82,3405.78,1.15M,-279.93M,0
7/9/2010,3394.56,-3.6,-0.0011,3403.96,3394.15,3412.41,1.23M,19.05M,0
7/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
7/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
7/12/2010,3406.96,12.4,0.0037,3395.33,3395.33,3414.32,820.46K,219.21M,0
7/13/2010,3435.85,28.89,0.0085,3412.48,3412.48,3435.85,1.18M,-123.73M,0
7/14/2010,3472.33,36.48,0.0106,3437.16,3437.16,3475.75,853.88K,383.99M,0
7/15/2010,3467.63,-4.7,-0.0014,3468.99,3458.89,3485.94,1.22M,531.94M,0
7/16/2010,3442.68,-24.95,-0.0072,3461.33,3434.08,3463.8,901.28K,-267.47M,0
7/17/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
7/18/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
7/19/2010,3424.29,-18.39,-0.0053,3427.2,3412.59,3429.79,693.23K,-80.53M,0
7/20/2010,3405.69,-18.6,-0.0054,3426.72,3397.56,3431.31,923.3K,5.05M,0
7/21/2010,3418.71,13.02,0.0038,3421.38,3413.74,3425.94,1.1M,46.43M,0
7/22/2010,3414.9,-3.81,-0.0011,3414.77,3402.3,3422.2,893.37K,-722.89M,0
7/23/2010,3416.1,1.2,0.0004,3435.15,3414.26,3445.87,1.29M,-385.5M,0
7/24/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
7/25/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
7/26/2010,3414.03,-2.07,-0.0006,3416.1,3371.1,3422.45,509.68K,-41.68M,0
7/27/2010,3436.59,22.56,0.0066,3415.94,3415.94,3437.57,884.57K,171.25M,0
7/28/2010,3451.91,15.32,0.0045,3441.3,3441.3,3463.84,1.02M,115.61M,0
7/29/2010,3429.35,-22.56,-0.0065,3451.91,3429.1,3456.08,5.75M,-16.33B,0
7/30/2010,3426.95,-2.4,-0.0007,3431.95,3422.29,3434.92,854K,-189.07M,0
7/31/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
8/1/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
8/2/2010,3455.24,28.29,0.0083,3426.46,3426.46,3457.26,754.69K,-20.43M,0
8/3/2010,3484.08,28.84,0.0083,3455.5,3455.5,3489.57,931.09K,244.37M,0
8/4/2010,3503.49,19.41,0.0056,3483.63,3483.63,3506.94,972.02K,233.35M,0
8/5/2010,3521.1,17.61,0.005,3504.41,3504.41,3526.42,1.13M,806.35M,0
8/6/2010,3516.28,-4.82,-0.0014,3522.36,3515.72,3533.28,1.06M,756.93M,0
8/7/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
8/8/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
8/9/2010,3524.7,8.42,0.0024,3515.84,3515.84,3531.59,924.45K,592.7M,0
8/10/2010,3525.81,1.11,0.0003,3524.33,3523.8,3536.15,1.28M,368.51M,0
8/11/2010,3522.72,-3.09,-0.0009,3521.5,3521.12,3539.29,2.72M,313.68M,0
8/12/2010,3483.02,-39.7,-0.0113,3522.52,3477.24,3522.52,1.1M,195.42M,0
8/13/2010,3469.52,-13.5,-0.0039,3483.02,3464.99,3483.64,946.43K,47.87M,0
8/14/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
8/15/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
8/16/2010,3479.67,10.15,0.0029,3468.65,3460.26,3482.21,1.15M,-51.04M,0
8/17/2010,3502.25,22.58,0.0065,3487.18,3484.85,3503.39,1.17M,286.41M,0
8/18/2010,3534.8,32.55,0.0093,3506.26,3506.26,3534.8,1.46M,423.46M,0
8/19/2010,3560.39,25.59,0.0072,3535.71,3535.63,3560.39,1.56M,825.73M,0
8/20/2010,3593.6,33.21,0.0093,3555.75,3535.07,3597.54,1.43M,249.82M,0
8/21/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
8/22/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
8/23/2010,3613.37,19.77,0.0055,3593.43,3593.43,3619.87,1.38M,1.01B,0
8/24/2010,3530.49,-82.88,-0.0229,3600.57,3593.43,3619.87,1.17M,464.32M,0
8/25/2010,3554.15,23.66,0.0067,3531.05,3531.05,3576,1.24M,1.01B,0
8/26/2010,3595.58,41.43,0.0117,3567.71,3567.23,3600.83,1.07M,-121.01M,0
8/27/2010,3558.67,-36.91,-0.0103,3595.58,3558.64,3595.86,1.3M,385.81M,0
8/28/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
8/29/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
8/30/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
8/31/2010,3566.23,7.56,0.0021,3557.15,3556.91,3566.97,4.1M,-10.55B,0
9/1/2010,3593.41,27.18,0.0076,3568.7,3566.46,3593.41,1.91M,23.82M,0
9/2/2010,3666.54,73.13,0.0204,3629.55,3620.43,3666.92,1.87M,674.63M,0
9/3/2010,3734.7,68.16,0.0186,3673.04,3620.43,3739.44,1.92M,1.79B,0
9/4/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
9/5/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
9/6/2010,3744.01,9.31,0.0025,3735.76,3735.76,3787.34,1.56M,1.01B,0
9/7/2010,3775.42,31.41,0.0084,3743.51,3718.93,3775.42,1.23M,1.02B,0
9/8/2010,3804.73,29.31,0.0078,3764.52,3718.54,3804.73,1.67M,372.33M,0
9/9/2010,3902.56,97.83,0.0257,3804.73,3802.72,3909.56,1.67M,0,0
9/10/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
9/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
9/12/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
9/13/2010,3972.6,167.87,0.0441,3904.26,3904.26,3972.6,2.04M,2.1B,0
9/14/2010,3968.29,-4.31,-0.0011,3997.08,3924.99,4011.27,2.29M,1.54B,0
9/15/2010,3973.48,5.19,0.0013,3968.88,3958.69,3988.05,1.62M,969.24M,0
9/16/2010,4005.46,31.98,0.008,3992.13,3990.05,4014.43,1.66M,-190.61M,0
9/17/2010,3979.35,-26.11,-0.0065,4005.46,3968.4,4021.33,1.66M,483.43M,0
9/18/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
9/19/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
9/20/2010,4053.32,73.97,0.0186,3979.97,3979.97,4053.32,3.23M,1.94B,0
9/21/2010,4087.96,34.64,0.0085,4055.86,4055.86,4125.5,1.95M,71.77M,0
9/22/2010,4054.18,-33.78,-0.0083,4089.31,4020.15,4096.66,1.5M,323.27M,0
9/23/2010,4067.43,13.25,0.0033,4055.13,4055.13,4069.31,1.42M,383.77M,0
9/24/2010,4078.87,11.44,0.0028,4069.09,4063.85,4079.78,1.47M,632.69M,0
9/25/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
9/26/2010,NA,NA,NA,NA,NA,NA,NA,NA,1
9/27/2010,4122.83,43.96,0.0108,4079.31,4079.31,4129.26,1.61M,319.41M,0
9/28/2010,4123.95,1.12,0.0003,4123.08,4104.36,4124.18,1.29M,470.49M,0
