"","ds","yhat","yhat_lower","yhat_upper"
"386",2010-01-25,3124.5963316646,2797.40439467979,3445.05813389447
"387",2010-01-26,3116.40713831209,2787.54633764974,3432.7934418616
"388",2010-01-27,3121.80177421656,2789.91872430638,3466.19544615984
"389",2010-01-28,3127.58392285843,2805.80340801945,3444.31989409327
"390",2010-01-29,3138.11821903651,2823.36775136283,3455.50082943741
"391",2010-01-30,3265.37444445067,2960.53800501916,3583.96314282905
"392",2010-01-31,3255.24315156982,2931.34037883,3561.73658008296
"393",2010-02-01,3113.82747130385,2782.08129814849,3418.00424420847
"394",2010-02-02,3109.3011078268,2800.26060043889,3426.32982635038
"395",2010-02-03,3117.06332398649,2796.28788419838,3443.37757994431
"396",2010-02-04,3116.23743838803,2797.0615331887,3433.48889164112
"397",2010-02-05,3121.87741941508,2822.22402727854,3453.57710955373
"398",2010-02-06,3253.09160911951,2932.85357225186,3577.02554290805
"399",2010-02-07,3245.01431486306,2944.73950422973,3572.39425456928
"400",2010-02-08,3096.15860272182,2778.77395300814,3419.49611125683
"401",2010-02-09,3088.02435112582,2782.68368555843,3411.65068144644
"402",2010-02-10,3109.02477556475,2788.35065313135,3423.8338242493
"403",2010-02-11,3125.94187488919,2833.5190345165,3446.73841683683
"404",2010-02-12,3134.180901711,2821.88577574082,3463.60929126325
"405",2010-02-13,3259.80420926997,2932.59682526526,3574.75465573663
"406",2010-02-14,3261.84931507163,2949.26453022013,3574.58406241276
"407",2010-02-15,3138.61309571859,2812.63693795026,3464.30494736853
